age,marital,gender,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
35,Unmarried,Female,10,47,$25 - $49,23.8,Standard,Some college,10,No,5 to 15,Somewhat satisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
42,Unmarried,Male,5,55,$50 - $74,27.4,Standard,College degree,9,No,5 to 15,Highly satisfied,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
24,Married,Female,4,18,Under $25,9,Economy,College degree,0,No,Less than 5,Somewhat dissatisfied,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
25,Married,Male,0,22,Under $25,10.6,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,7,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
21,Married,Female,1,32,$25 - $49,16.1,Standard,High school degree,2,No,Less than 5,Highly dissatisfied,5,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,Male,5,19,Under $25,9.3,Economy,Did not complete high school,7,No,5 to 15,Neutral,5,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
41,Married,Female,20,83,$75+,41.6,Luxury,Post-undergraduate degree,8,No,5 to 15,Somewhat dissatisfied,2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
55,Married,Male,6,155,$75+,77.9,Luxury,College degree,24,No,More than 15,Somewhat satisfied,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
28,Unmarried,Male,8,23,Under $25,11.3,Economy,College degree,1,No,Less than 5,Somewhat dissatisfied,2,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
31,Unmarried,Male,5,37,$25 - $49,18.4,Standard,College degree,8,No,5 to 15,Somewhat dissatisfied,1,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
58,Unmarried,Male,0,30,$25 - $49,15.2,Standard,College degree,12,No,5 to 15,Somewhat satisfied,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
33,Unmarried,Male,4,82,$75+,41.4,Luxury,College degree,0,No,Less than 5,Neutral,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Married,Female,10,39,$25 - $49,19.3,Standard,High school degree,11,No,5 to 15,Somewhat satisfied,4,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
26,Married,Female,5,20,Under $25,10.1,Economy,College degree,0,No,Less than 5,Highly dissatisfied,5,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
61,Unmarried,Female,16,62,$50 - $74,31.5,Luxury,High school degree,19,No,More than 15,Highly satisfied,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
48,Married,Male,24,114,$75+,57.5,Luxury,Some college,22,No,More than 15,Highly satisfied,4,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
34,Married,Male,15,53,$50 - $74,26.1,Standard,Some college,10,No,5 to 15,Highly satisfied,5,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
39,Married,Female,3,40,$25 - $49,20.9,Standard,Some college,7,No,5 to 15,Somewhat satisfied,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
36,Unmarried,Male,11,22,Under $25,10.7,Economy,College degree,1,No,Less than 5,Highly dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
39,Unmarried,Male,19,106,$75+,53.9,Luxury,High school degree,19,No,More than 15,Somewhat satisfied,2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
42,Unmarried,Female,0,33,$25 - $49,16.5,Standard,Some college,4,No,Less than 5,Somewhat dissatisfied,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,Male,18,73,$50 - $74,36.4,Luxury,Did not complete high school,23,No,More than 15,Somewhat satisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
34,Married,Female,3,32,$25 - $49,15.6,Standard,Some college,6,No,5 to 15,Somewhat dissatisfied,5,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
24,Unmarried,Female,1,25,$25 - $49,12.1,Economy,High school degree,2,No,Less than 5,Highly dissatisfied,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,Female,9,87,$75+,43.4,Luxury,Post-undergraduate degree,11,No,5 to 15,Somewhat satisfied,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,Male,8,27,$25 - $49,13.3,Economy,Did not complete high school,6,No,5 to 15,Highly satisfied,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,Male,17,297,$75+,66.9,Luxury,Post-undergraduate degree,21,No,More than 15,Highly satisfied,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
49,Unmarried,Female,4,89,$75+,45,Luxury,High school degree,9,No,5 to 15,Somewhat dissatisfied,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
42,Married,Male,4,24,Under $25,11.7,Economy,Some college,1,No,Less than 5,Somewhat dissatisfied,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
34,Married,Female,3,17,Under $25,8.3,Economy,Did not complete high school,6,No,5 to 15,Somewhat dissatisfied,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Married,Male,2,16,Under $25,8,Economy,Did not complete high school,26,Yes,More than 15,Neutral,2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
46,Unmarried,Male,16,46,$25 - $49,23.5,Standard,Did not complete high school,21,No,More than 15,Somewhat satisfied,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,Male,12,43,$25 - $49,21.8,Standard,Did not complete high school,12,No,5 to 15,Highly satisfied,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Married,Female,13,40,$25 - $49,20.9,Standard,Some college,1,No,Less than 5,Neutral,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
37,Married,Male,11,53,$50 - $74,26.4,Standard,High school degree,12,No,5 to 15,Somewhat dissatisfied,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
25,Unmarried,Female,2,16,Under $25,8,Economy,Did not complete high school,0,No,Less than 5,Highly dissatisfied,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
59,Married,Male,7,109,$75+,54,Luxury,Did not complete high school,15,No,More than 15,Somewhat satisfied,3,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
62,Married,Male,11,80,$75+,40.2,Luxury,High school degree,15,No,More than 15,Highly satisfied,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
48,Married,Female,11,38,$25 - $49,18.7,Standard,High school degree,15,No,More than 15,Highly satisfied,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
30,Unmarried,Male,10,32,$25 - $49,16,Standard,College degree,1,No,Less than 5,Neutral,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No
43,Married,Male,14,65,$50 - $74,31.7,Luxury,Did not complete high school,23,No,More than 15,Neutral,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
38,Unmarried,Male,7,53,$50 - $74,25.7,Standard,Did not complete high school,16,No,More than 15,Somewhat satisfied,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,Male,19,41,$25 - $49,20.2,Standard,High school degree,4,No,Less than 5,Neutral,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,Female,4,223,$75+,68.5,Luxury,Some college,9,No,5 to 15,Neutral,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
24,Unmarried,Male,4,21,Under $25,10.5,Economy,High school degree,0,No,Less than 5,Somewhat dissatisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
63,Married,Male,24,90,$75+,45,Luxury,Some college,19,No,More than 15,Highly dissatisfied,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Unmarried,Female,9,96,$75+,47.5,Luxury,Some college,6,No,5 to 15,Neutral,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
46,Unmarried,Female,21,40,$25 - $49,20.1,Standard,College degree,1,No,Less than 5,Somewhat dissatisfied,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
34,Unmarried,Female,1,40,$25 - $49,19.8,Standard,Some college,9,No,5 to 15,Somewhat satisfied,2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
51,Unmarried,Female,29,86,$75+,43.3,Luxury,College degree,12,No,5 to 15,Somewhat dissatisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
62,Married,Female,28,235,$75+,79.3,Luxury,College degree,37,No,More than 15,Somewhat satisfied,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Married,Female,16,84,$75+,42,Luxury,High school degree,13,No,5 to 15,Neutral,4,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
41,Unmarried,Female,4,109,$75+,56.1,Luxury,Some college,6,No,5 to 15,Somewhat satisfied,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
31,Married,Female,11,40,$25 - $49,20.5,Standard,High school degree,8,No,5 to 15,Somewhat dissatisfied,6,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
33,Unmarried,Female,5,46,$25 - $49,23.2,Standard,College degree,2,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,Female,32,39,$25 - $49,19.5,Standard,College degree,8,No,5 to 15,Neutral,2,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
21,Unmarried,Male,2,16,Under $25,7.9,Economy,Some college,0,No,Less than 5,Neutral,1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
44,Unmarried,Male,17,69,$50 - $74,34.5,Luxury,College degree,12,No,5 to 15,Highly satisfied,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
34,Married,Female,10,95,$75+,48.1,Luxury,High school degree,13,No,5 to 15,Somewhat satisfied,4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
41,Married,Female,7,117,$75+,58.9,Luxury,High school degree,17,No,More than 15,Neutral,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
45,Unmarried,Female,9,62,$50 - $74,30.8,Luxury,High school degree,22,No,More than 15,Somewhat satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
29,Married,Female,3,30,$25 - $49,15.2,Standard,High school degree,3,No,Less than 5,Neutral,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
50,Married,Female,28,252,$75+,73.4,Luxury,Some college,29,No,More than 15,Highly satisfied,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Unmarried,Female,3,58,$50 - $74,28.7,Standard,Did not complete high school,18,No,More than 15,Somewhat satisfied,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
66,Married,Female,33,9,Under $25,4.4,Economy,Did not complete high school,4,Yes,Less than 5,Neutral,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes
32,Unmarried,Female,13,26,$25 - $49,13.5,Economy,High school degree,3,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
69,Married,Male,6,61,$50 - $74,29.7,Standard,High school degree,21,No,More than 15,Somewhat satisfied,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,Male,14,55,$50 - $74,27.7,Standard,College degree,4,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,Male,11,33,$25 - $49,16.3,Standard,Some college,5,No,5 to 15,Somewhat dissatisfied,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
31,Married,Male,7,25,$25 - $49,12.3,Economy,College degree,0,No,Less than 5,Neutral,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
66,Unmarried,Female,32,202,$75+,78.1,Luxury,Some college,30,No,More than 15,Highly satisfied,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
55,Married,Male,22,121,$75+,62.5,Luxury,High school degree,30,No,More than 15,Highly satisfied,4,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,Male,6,20,Under $25,10,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
59,Married,Female,38,10,Under $25,4.9,Economy,College degree,6,Yes,5 to 15,Somewhat dissatisfied,4,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
39,Married,Female,8,91,$75+,45,Luxury,College degree,8,No,5 to 15,Neutral,4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
37,Unmarried,Male,12,29,$25 - $49,14.5,Economy,High school degree,5,No,5 to 15,Somewhat satisfied,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
26,Married,Female,4,19,Under $25,9.5,Economy,Some college,4,No,Less than 5,Highly dissatisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
56,Married,Female,28,279,$75+,72.6,Luxury,High school degree,34,No,More than 15,Somewhat satisfied,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,Female,19,24,Under $25,11.5,Economy,High school degree,5,No,5 to 15,Somewhat satisfied,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
25,Married,Female,5,20,Under $25,10.6,Economy,High school degree,5,No,5 to 15,Somewhat dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Unmarried,Female,21,107,$75+,53.7,Luxury,High school degree,22,No,More than 15,Neutral,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
30,Unmarried,Female,1,22,Under $25,10.9,Economy,Some college,2,No,Less than 5,Highly satisfied,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
27,Unmarried,Female,3,106,$75+,51.3,Luxury,Some college,3,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
51,Married,Male,19,40,$25 - $49,19.5,Standard,College degree,0,No,Less than 5,Highly dissatisfied,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
24,Unmarried,Male,5,33,$25 - $49,16.4,Standard,Some college,2,No,Less than 5,Neutral,2,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,Female,16,58,$50 - $74,28.6,Standard,High school degree,0,No,Less than 5,Neutral,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
52,Married,Male,16,440,$75+,72.8,Luxury,Some college,24,No,More than 15,Somewhat satisfied,4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
47,Married,Female,24,100,$75+,51.1,Luxury,Some college,23,No,More than 15,Somewhat satisfied,3,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,Female,22,126,$75+,63.7,Luxury,High school degree,24,No,More than 15,Highly satisfied,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
44,Unmarried,Female,24,32,$25 - $49,15.8,Standard,College degree,3,No,Less than 5,Somewhat dissatisfied,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
28,Married,Female,6,50,$50 - $74,24.8,Standard,College degree,2,No,Less than 5,Neutral,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
40,Unmarried,Female,16,20,Under $25,9.6,Economy,Did not complete high school,0,No,Less than 5,Highly dissatisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Unmarried,Male,14,28,$25 - $49,14.1,Economy,Did not complete high school,2,No,Less than 5,Highly satisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
31,Unmarried,Male,12,35,$25 - $49,17.1,Standard,High school degree,2,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Unmarried,Male,33,25,$25 - $49,12.2,Economy,High school degree,4,No,Less than 5,Somewhat satisfied,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
52,Married,Female,14,23,Under $25,11.5,Economy,Did not complete high school,3,No,Less than 5,Somewhat dissatisfied,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Unmarried,Female,7,51,$50 - $74,25.1,Standard,High school degree,13,No,5 to 15,Highly satisfied,1,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
39,Married,Female,17,29,$25 - $49,14.8,Economy,Some college,0,No,Less than 5,Highly dissatisfied,4,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
37,Married,Male,12,23,Under $25,11.3,Economy,College degree,5,No,5 to 15,Somewhat satisfied,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
27,Married,Female,4,32,$25 - $49,15.8,Standard,College degree,2,No,Less than 5,Highly dissatisfied,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
38,Unmarried,Male,12,31,$25 - $49,15.3,Standard,High school degree,0,No,Less than 5,Somewhat dissatisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
35,Married,Female,9,23,Under $25,11.1,Economy,Did not complete high school,0,No,Less than 5,Highly dissatisfied,4,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
66,Unmarried,Female,18,20,Under $25,10.2,Economy,Did not complete high school,35,Yes,More than 15,Somewhat dissatisfied,1,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
45,Married,Male,6,73,$50 - $74,36.2,Luxury,College degree,17,No,More than 15,Highly satisfied,3,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
26,Unmarried,Male,1,81,$75+,40.8,Luxury,Post-undergraduate degree,0,No,Less than 5,Highly dissatisfied,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
23,Married,Female,0,16,Under $25,7.9,Economy,High school degree,2,No,Less than 5,Somewhat dissatisfied,4,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Unmarried,Male,20,153,$75+,77.1,Luxury,High school degree,23,No,More than 15,Neutral,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
50,Married,Male,15,132,$75+,67.8,Luxury,Some college,27,No,More than 15,Somewhat satisfied,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
30,Married,Female,9,113,$75+,55.4,Luxury,College degree,2,No,Less than 5,Neutral,4,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
65,Unmarried,Female,6,66,$50 - $74,31.9,Luxury,College degree,29,Yes,More than 15,Highly dissatisfied,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
63,Unmarried,Male,40,97,$75+,49.2,Luxury,Some college,30,No,More than 15,Somewhat satisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
46,Married,Female,7,98,$75+,48.7,Luxury,Post-undergraduate degree,20,No,More than 15,Neutral,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Unmarried,Female,5,35,$25 - $49,17.5,Standard,High school degree,9,No,5 to 15,Neutral,1,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Unmarried,Female,4,70,$50 - $74,34.9,Luxury,Did not complete high school,9,No,5 to 15,Neutral,4,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
30,Married,Female,6,40,$25 - $49,19.6,Standard,Post-undergraduate degree,2,No,Less than 5,Somewhat satisfied,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
28,Unmarried,Female,5,21,Under $25,10.3,Economy,High school degree,6,No,5 to 15,Neutral,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,Female,4,18,Under $25,8.7,Economy,College degree,0,No,Less than 5,Neutral,1,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
54,Married,Male,31,133,$75+,65.7,Luxury,High school degree,26,No,More than 15,Somewhat satisfied,4,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
38,Unmarried,Female,10,39,$25 - $49,19.5,Standard,College degree,7,No,5 to 15,Highly dissatisfied,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
61,Married,Male,15,674,$75+,74.7,Luxury,High school degree,41,No,More than 15,Neutral,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
29,Unmarried,Male,8,30,$25 - $49,14.8,Economy,Post-undergraduate degree,2,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
27,Married,Male,1,33,$25 - $49,16.3,Standard,Some college,6,No,5 to 15,Somewhat satisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,Male,23,106,$75+,52.9,Luxury,College degree,12,No,5 to 15,Somewhat dissatisfied,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,Male,21,34,$25 - $49,17.1,Standard,Did not complete high school,5,No,5 to 15,Somewhat dissatisfied,5,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
51,Married,Female,3,107,$75+,52.4,Luxury,Some college,21,No,More than 15,Somewhat dissatisfied,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
46,Married,Male,13,62,$50 - $74,31.2,Luxury,Did not complete high school,22,No,More than 15,Somewhat satisfied,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
62,Unmarried,Male,10,362,$75+,73.6,Luxury,High school degree,37,No,More than 15,Somewhat satisfied,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
27,Unmarried,Female,1,26,$25 - $49,12.7,Economy,High school degree,4,No,Less than 5,Highly satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
22,Unmarried,Male,3,21,Under $25,11,Economy,College degree,0,No,Less than 5,Highly dissatisfied,1,No,No,No,No,,No,No,Yes,Yes,Yes,No,Yes,No,No,No
19,Married,Female,0,16,Under $25,7.9,Economy,High school degree,0,No,Less than 5,Somewhat satisfied,3,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
46,Married,Male,6,54,$50 - $74,27.4,Standard,Some college,14,No,5 to 15,Highly dissatisfied,3,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
63,Married,Male,15,26,$25 - $49,13.2,Economy,Some college,0,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,Female,5,62,$50 - $74,31,Luxury,Did not complete high school,6,No,5 to 15,Somewhat satisfied,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
22,Married,Female,3,76,$75+,37,Luxury,Some college,0,No,Less than 5,Somewhat dissatisfied,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
30,Unmarried,Female,1,28,$25 - $49,14,Economy,High school degree,1,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
59,Unmarried,Female,32,211,$75+,74.2,Luxury,High school degree,36,No,More than 15,Neutral,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
58,Unmarried,Male,35,151,$75+,76.9,Luxury,Did not complete high school,38,No,More than 15,Highly satisfied,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
49,Unmarried,Female,21,119,$75+,60.8,Luxury,Did not complete high school,28,No,More than 15,Neutral,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
41,Unmarried,Female,3,30,$25 - $49,15.1,Standard,High school degree,7,No,5 to 15,Neutral,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
52,Married,Female,19,137,$75+,68.7,Luxury,High school degree,26,No,More than 15,Somewhat satisfied,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
26,Married,Male,6,23,Under $25,11.4,Economy,Some college,2,No,Less than 5,Neutral,4,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
69,Married,Male,2,83,$75+,43.2,Luxury,Some college,15,No,More than 15,Highly satisfied,3,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
47,Married,Male,8,34,$25 - $49,16.9,Standard,Did not complete high school,10,No,5 to 15,Somewhat dissatisfied,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
